image_path,label
./SMDD_preprocessed/train/bonafide/img000001.png,bonafide
./SMDD_preprocessed/train/bonafide/img000012.png,bonafide
./SMDD_preprocessed/train/bonafide/img000014.png,bonafide
./SMDD_preprocessed/train/bonafide/img000025.png,bonafide
./SMDD_preprocessed/train/bonafide/img000035.png,bonafide
./SMDD_preprocessed/train/bonafide/img000063.png,bonafide
./SMDD_preprocessed/train/bonafide/img000067.png,bonafide
./SMDD_preprocessed/train/bonafide/img000120.png,bonafide
./SMDD_preprocessed/train/bonafide/img000125.png,bonafide
./SMDD_preprocessed/train/bonafide/img000159.png,bonafide
./SMDD_preprocessed/train/bonafide/img000160.png,bonafide
./SMDD_preprocessed/train/bonafide/img000187.png,bonafide
./SMDD_preprocessed/train/bonafide/img000247.png,bonafide
./SMDD_preprocessed/train/bonafide/img000258.png,bonafide
./SMDD_preprocessed/train/bonafide/img000273.png,bonafide
./SMDD_preprocessed/train/bonafide/img000282.png,bonafide
./SMDD_preprocessed/train/bonafide/img000284.png,bonafide
./SMDD_preprocessed/train/bonafide/img000332.png,bonafide
./SMDD_preprocessed/train/bonafide/img000335.png,bonafide
./SMDD_preprocessed/train/bonafide/img000384.png,bonafide
./SMDD_preprocessed/train/bonafide/img000410.png,bonafide
./SMDD_preprocessed/train/bonafide/img000414.png,bonafide
./SMDD_preprocessed/train/bonafide/img000424.png,bonafide
./SMDD_preprocessed/train/bonafide/img000428.png,bonafide
./SMDD_preprocessed/train/bonafide/img000436.png,bonafide
./SMDD_preprocessed/train/bonafide/img000440.png,bonafide
./SMDD_preprocessed/train/bonafide/img000494.png,bonafide
./SMDD_preprocessed/train/bonafide/img000509.png,bonafide
./SMDD_preprocessed/train/bonafide/img000545.png,bonafide
./SMDD_preprocessed/train/bonafide/img000564.png,bonafide
./SMDD_preprocessed/train/bonafide/img000574.png,bonafide
./SMDD_preprocessed/train/bonafide/img000600.png,bonafide
./SMDD_preprocessed/train/bonafide/img000621.png,bonafide
./SMDD_preprocessed/train/bonafide/img000630.png,bonafide
./SMDD_preprocessed/train/bonafide/img000705.png,bonafide
./SMDD_preprocessed/train/bonafide/img000711.png,bonafide
./SMDD_preprocessed/train/bonafide/img000713.png,bonafide
./SMDD_preprocessed/train/bonafide/img000718.png,bonafide
./SMDD_preprocessed/train/bonafide/img000770.png,bonafide
./SMDD_preprocessed/train/bonafide/img000793.png,bonafide
./SMDD_preprocessed/train/bonafide/img000815.png,bonafide
./SMDD_preprocessed/train/bonafide/img000822.png,bonafide
./SMDD_preprocessed/train/bonafide/img000828.png,bonafide
./SMDD_preprocessed/train/bonafide/img000849.png,bonafide
./SMDD_preprocessed/train/bonafide/img000884.png,bonafide
./SMDD_preprocessed/train/bonafide/img000918.png,bonafide
./SMDD_preprocessed/train/bonafide/img000971.png,bonafide
./SMDD_preprocessed/train/bonafide/img000985.png,bonafide
./SMDD_preprocessed/train/bonafide/img001048.png,bonafide
./SMDD_preprocessed/train/bonafide/img001056.png,bonafide
./SMDD_preprocessed/train/bonafide/img001057.png,bonafide
./SMDD_preprocessed/train/bonafide/img001143.png,bonafide
./SMDD_preprocessed/train/bonafide/img001159.png,bonafide
./SMDD_preprocessed/train/bonafide/img001165.png,bonafide
./SMDD_preprocessed/train/bonafide/img001171.png,bonafide
./SMDD_preprocessed/train/bonafide/img001197.png,bonafide
./SMDD_preprocessed/train/bonafide/img001206.png,bonafide
./SMDD_preprocessed/train/bonafide/img001253.png,bonafide
./SMDD_preprocessed/train/bonafide/img001261.png,bonafide
./SMDD_preprocessed/train/bonafide/img001301.png,bonafide
./SMDD_preprocessed/train/bonafide/img001305.png,bonafide
./SMDD_preprocessed/train/bonafide/img001321.png,bonafide
./SMDD_preprocessed/train/bonafide/img001326.png,bonafide
./SMDD_preprocessed/train/bonafide/img001332.png,bonafide
./SMDD_preprocessed/train/bonafide/img001363.png,bonafide
./SMDD_preprocessed/train/bonafide/img001367.png,bonafide
./SMDD_preprocessed/train/bonafide/img001371.png,bonafide
./SMDD_preprocessed/train/bonafide/img001373.png,bonafide
./SMDD_preprocessed/train/bonafide/img001385.png,bonafide
./SMDD_preprocessed/train/bonafide/img001421.png,bonafide
./SMDD_preprocessed/train/bonafide/img001428.png,bonafide
./SMDD_preprocessed/train/bonafide/img001465.png,bonafide
./SMDD_preprocessed/train/bonafide/img001490.png,bonafide
./SMDD_preprocessed/train/bonafide/img001499.png,bonafide
./SMDD_preprocessed/train/bonafide/img001505.png,bonafide
./SMDD_preprocessed/train/bonafide/img001538.png,bonafide
./SMDD_preprocessed/train/bonafide/img001541.png,bonafide
./SMDD_preprocessed/train/bonafide/img001557.png,bonafide
./SMDD_preprocessed/train/bonafide/img001566.png,bonafide
./SMDD_preprocessed/train/bonafide/img001577.png,bonafide
./SMDD_preprocessed/train/bonafide/img001580.png,bonafide
./SMDD_preprocessed/train/bonafide/img001602.png,bonafide
./SMDD_preprocessed/train/bonafide/img001607.png,bonafide
./SMDD_preprocessed/train/bonafide/img001620.png,bonafide
./SMDD_preprocessed/train/bonafide/img001623.png,bonafide
./SMDD_preprocessed/train/bonafide/img001667.png,bonafide
./SMDD_preprocessed/train/bonafide/img001674.png,bonafide
./SMDD_preprocessed/train/bonafide/img001710.png,bonafide
./SMDD_preprocessed/train/bonafide/img001745.png,bonafide
./SMDD_preprocessed/train/bonafide/img001753.png,bonafide
./SMDD_preprocessed/train/bonafide/img001776.png,bonafide
./SMDD_preprocessed/train/bonafide/img001788.png,bonafide
./SMDD_preprocessed/train/bonafide/img001793.png,bonafide
./SMDD_preprocessed/train/bonafide/img001807.png,bonafide
./SMDD_preprocessed/train/bonafide/img001820.png,bonafide
./SMDD_preprocessed/train/bonafide/img001851.png,bonafide
./SMDD_preprocessed/train/bonafide/img001853.png,bonafide
./SMDD_preprocessed/train/bonafide/img001858.png,bonafide
./SMDD_preprocessed/train/bonafide/img001887.png,bonafide
./SMDD_preprocessed/train/bonafide/img001909.png,bonafide
./SMDD_preprocessed/train/bonafide/img001914.png,bonafide
./SMDD_preprocessed/train/bonafide/img001917.png,bonafide
./SMDD_preprocessed/train/bonafide/img001957.png,bonafide
./SMDD_preprocessed/train/bonafide/img001976.png,bonafide
./SMDD_preprocessed/train/bonafide/img001980.png,bonafide
./SMDD_preprocessed/train/bonafide/img001989.png,bonafide
./SMDD_preprocessed/train/bonafide/img002016.png,bonafide
./SMDD_preprocessed/train/bonafide/img002024.png,bonafide
./SMDD_preprocessed/train/bonafide/img002048.png,bonafide
./SMDD_preprocessed/train/bonafide/img002056.png,bonafide
./SMDD_preprocessed/train/bonafide/img002073.png,bonafide
./SMDD_preprocessed/train/bonafide/img002082.png,bonafide
./SMDD_preprocessed/train/bonafide/img002085.png,bonafide
./SMDD_preprocessed/train/bonafide/img002088.png,bonafide
./SMDD_preprocessed/train/bonafide/img002137.png,bonafide
./SMDD_preprocessed/train/bonafide/img002160.png,bonafide
./SMDD_preprocessed/train/bonafide/img002169.png,bonafide
./SMDD_preprocessed/train/bonafide/img002171.png,bonafide
./SMDD_preprocessed/train/bonafide/img002178.png,bonafide
./SMDD_preprocessed/train/bonafide/img002199.png,bonafide
./SMDD_preprocessed/train/bonafide/img002337.png,bonafide
./SMDD_preprocessed/train/bonafide/img002361.png,bonafide
./SMDD_preprocessed/train/bonafide/img002365.png,bonafide
./SMDD_preprocessed/train/bonafide/img002370.png,bonafide
./SMDD_preprocessed/train/bonafide/img002403.png,bonafide
./SMDD_preprocessed/train/bonafide/img002428.png,bonafide
./SMDD_preprocessed/train/bonafide/img002429.png,bonafide
./SMDD_preprocessed/train/bonafide/img002488.png,bonafide
./SMDD_preprocessed/train/bonafide/img002512.png,bonafide
./SMDD_preprocessed/train/bonafide/img002523.png,bonafide
./SMDD_preprocessed/train/bonafide/img002537.png,bonafide
./SMDD_preprocessed/train/bonafide/img002598.png,bonafide
./SMDD_preprocessed/train/bonafide/img002618.png,bonafide
./SMDD_preprocessed/train/bonafide/img002623.png,bonafide
./SMDD_preprocessed/train/bonafide/img002655.png,bonafide
./SMDD_preprocessed/train/bonafide/img002656.png,bonafide
./SMDD_preprocessed/train/bonafide/img002679.png,bonafide
./SMDD_preprocessed/train/bonafide/img002774.png,bonafide
./SMDD_preprocessed/train/bonafide/img002777.png,bonafide
./SMDD_preprocessed/train/bonafide/img002780.png,bonafide
./SMDD_preprocessed/train/bonafide/img002854.png,bonafide
./SMDD_preprocessed/train/bonafide/img002858.png,bonafide
./SMDD_preprocessed/train/bonafide/img002883.png,bonafide
./SMDD_preprocessed/train/bonafide/img002933.png,bonafide
./SMDD_preprocessed/train/bonafide/img002978.png,bonafide
./SMDD_preprocessed/train/bonafide/img002984.png,bonafide
./SMDD_preprocessed/train/bonafide/img003038.png,bonafide
./SMDD_preprocessed/train/bonafide/img003059.png,bonafide
./SMDD_preprocessed/train/bonafide/img003099.png,bonafide
./SMDD_preprocessed/train/bonafide/img003110.png,bonafide
./SMDD_preprocessed/train/bonafide/img003162.png,bonafide
./SMDD_preprocessed/train/bonafide/img003166.png,bonafide
./SMDD_preprocessed/train/bonafide/img003192.png,bonafide
./SMDD_preprocessed/train/bonafide/img003215.png,bonafide
./SMDD_preprocessed/train/bonafide/img003232.png,bonafide
./SMDD_preprocessed/train/bonafide/img003241.png,bonafide
./SMDD_preprocessed/train/bonafide/img003278.png,bonafide
./SMDD_preprocessed/train/bonafide/img003289.png,bonafide
./SMDD_preprocessed/train/bonafide/img003341.png,bonafide
./SMDD_preprocessed/train/bonafide/img003345.png,bonafide
./SMDD_preprocessed/train/bonafide/img003350.png,bonafide
./SMDD_preprocessed/train/bonafide/img003365.png,bonafide
./SMDD_preprocessed/train/bonafide/img003379.png,bonafide
./SMDD_preprocessed/train/bonafide/img003409.png,bonafide
./SMDD_preprocessed/train/bonafide/img003416.png,bonafide
./SMDD_preprocessed/train/bonafide/img003425.png,bonafide
./SMDD_preprocessed/train/bonafide/img003477.png,bonafide
./SMDD_preprocessed/train/bonafide/img003511.png,bonafide
./SMDD_preprocessed/train/bonafide/img003610.png,bonafide
./SMDD_preprocessed/train/bonafide/img003632.png,bonafide
./SMDD_preprocessed/train/bonafide/img003636.png,bonafide
./SMDD_preprocessed/train/bonafide/img003692.png,bonafide
./SMDD_preprocessed/train/bonafide/img003723.png,bonafide
./SMDD_preprocessed/train/bonafide/img003724.png,bonafide
./SMDD_preprocessed/train/bonafide/img003726.png,bonafide
./SMDD_preprocessed/train/bonafide/img003771.png,bonafide
./SMDD_preprocessed/train/bonafide/img003796.png,bonafide
./SMDD_preprocessed/train/bonafide/img003833.png,bonafide
./SMDD_preprocessed/train/bonafide/img003844.png,bonafide
./SMDD_preprocessed/train/bonafide/img003872.png,bonafide
./SMDD_preprocessed/train/bonafide/img003883.png,bonafide
./SMDD_preprocessed/train/bonafide/img003907.png,bonafide
./SMDD_preprocessed/train/bonafide/img003934.png,bonafide
./SMDD_preprocessed/train/bonafide/img003945.png,bonafide
./SMDD_preprocessed/train/bonafide/img004016.png,bonafide
./SMDD_preprocessed/train/bonafide/img004034.png,bonafide
./SMDD_preprocessed/train/bonafide/img004058.png,bonafide
./SMDD_preprocessed/train/bonafide/img004089.png,bonafide
./SMDD_preprocessed/train/bonafide/img004131.png,bonafide
./SMDD_preprocessed/train/bonafide/img004162.png,bonafide
./SMDD_preprocessed/train/bonafide/img004172.png,bonafide
./SMDD_preprocessed/train/bonafide/img004206.png,bonafide
./SMDD_preprocessed/train/bonafide/img004210.png,bonafide
./SMDD_preprocessed/train/bonafide/img004219.png,bonafide
./SMDD_preprocessed/train/bonafide/img004232.png,bonafide
./SMDD_preprocessed/train/bonafide/img004255.png,bonafide
./SMDD_preprocessed/train/bonafide/img004277.png,bonafide
./SMDD_preprocessed/train/bonafide/img004280.png,bonafide
./SMDD_preprocessed/train/bonafide/img004299.png,bonafide
./SMDD_preprocessed/train/bonafide/img004310.png,bonafide
./SMDD_preprocessed/train/bonafide/img004371.png,bonafide
./SMDD_preprocessed/train/bonafide/img004378.png,bonafide
./SMDD_preprocessed/train/bonafide/img004381.png,bonafide
./SMDD_preprocessed/train/bonafide/img004386.png,bonafide
./SMDD_preprocessed/train/bonafide/img004413.png,bonafide
./SMDD_preprocessed/train/bonafide/img004437.png,bonafide
./SMDD_preprocessed/train/bonafide/img004457.png,bonafide
./SMDD_preprocessed/train/bonafide/img004520.png,bonafide
./SMDD_preprocessed/train/bonafide/img004532.png,bonafide
./SMDD_preprocessed/train/bonafide/img004547.png,bonafide
./SMDD_preprocessed/train/bonafide/img004548.png,bonafide
./SMDD_preprocessed/train/bonafide/img004579.png,bonafide
./SMDD_preprocessed/train/bonafide/img004596.png,bonafide
./SMDD_preprocessed/train/bonafide/img004614.png,bonafide
./SMDD_preprocessed/train/bonafide/img004627.png,bonafide
./SMDD_preprocessed/train/bonafide/img004672.png,bonafide
./SMDD_preprocessed/train/bonafide/img004686.png,bonafide
./SMDD_preprocessed/train/bonafide/img004771.png,bonafide
./SMDD_preprocessed/train/bonafide/img004797.png,bonafide
./SMDD_preprocessed/train/bonafide/img004826.png,bonafide
./SMDD_preprocessed/train/bonafide/img004828.png,bonafide
./SMDD_preprocessed/train/bonafide/img004829.png,bonafide
./SMDD_preprocessed/train/bonafide/img004830.png,bonafide
./SMDD_preprocessed/train/bonafide/img004837.png,bonafide
./SMDD_preprocessed/train/bonafide/img004864.png,bonafide
./SMDD_preprocessed/train/bonafide/img004914.png,bonafide
./SMDD_preprocessed/train/bonafide/img004930.png,bonafide
./SMDD_preprocessed/train/bonafide/img004975.png,bonafide
./SMDD_preprocessed/train/bonafide/img004980.png,bonafide
./SMDD_preprocessed/train/bonafide/img004989.png,bonafide
./SMDD_preprocessed/train/bonafide/img005015.png,bonafide
./SMDD_preprocessed/train/bonafide/img005019.png,bonafide
./SMDD_preprocessed/train/bonafide/img005050.png,bonafide
./SMDD_preprocessed/train/bonafide/img005113.png,bonafide
./SMDD_preprocessed/train/bonafide/img005118.png,bonafide
./SMDD_preprocessed/train/bonafide/img005119.png,bonafide
./SMDD_preprocessed/train/bonafide/img005141.png,bonafide
./SMDD_preprocessed/train/bonafide/img005148.png,bonafide
./SMDD_preprocessed/train/bonafide/img005163.png,bonafide
./SMDD_preprocessed/train/bonafide/img005219.png,bonafide
./SMDD_preprocessed/train/bonafide/img005220.png,bonafide
./SMDD_preprocessed/train/bonafide/img005238.png,bonafide
./SMDD_preprocessed/train/bonafide/img005249.png,bonafide
./SMDD_preprocessed/train/bonafide/img005272.png,bonafide
./SMDD_preprocessed/train/bonafide/img005302.png,bonafide
./SMDD_preprocessed/train/bonafide/img005313.png,bonafide
./SMDD_preprocessed/train/bonafide/img005324.png,bonafide
./SMDD_preprocessed/train/bonafide/img005388.png,bonafide
./SMDD_preprocessed/train/bonafide/img005426.png,bonafide
./SMDD_preprocessed/train/bonafide/img005445.png,bonafide
./SMDD_preprocessed/train/bonafide/img005541.png,bonafide
./SMDD_preprocessed/train/bonafide/img005561.png,bonafide
./SMDD_preprocessed/train/bonafide/img005563.png,bonafide
./SMDD_preprocessed/train/bonafide/img005572.png,bonafide
./SMDD_preprocessed/train/bonafide/img005646.png,bonafide
./SMDD_preprocessed/train/bonafide/img005647.png,bonafide
./SMDD_preprocessed/train/bonafide/img005659.png,bonafide
./SMDD_preprocessed/train/bonafide/img005664.png,bonafide
./SMDD_preprocessed/train/bonafide/img005672.png,bonafide
./SMDD_preprocessed/train/bonafide/img005688.png,bonafide
./SMDD_preprocessed/train/bonafide/img005706.png,bonafide
./SMDD_preprocessed/train/bonafide/img005723.png,bonafide
./SMDD_preprocessed/train/bonafide/img005760.png,bonafide
./SMDD_preprocessed/train/bonafide/img005775.png,bonafide
./SMDD_preprocessed/train/bonafide/img005776.png,bonafide
./SMDD_preprocessed/train/bonafide/img005787.png,bonafide
./SMDD_preprocessed/train/bonafide/img005821.png,bonafide
./SMDD_preprocessed/train/bonafide/img005888.png,bonafide
./SMDD_preprocessed/train/bonafide/img005913.png,bonafide
./SMDD_preprocessed/train/bonafide/img005925.png,bonafide
./SMDD_preprocessed/train/bonafide/img005953.png,bonafide
./SMDD_preprocessed/train/bonafide/img005954.png,bonafide
./SMDD_preprocessed/train/bonafide/img005969.png,bonafide
./SMDD_preprocessed/train/bonafide/img005997.png,bonafide
./SMDD_preprocessed/train/bonafide/img006003.png,bonafide
./SMDD_preprocessed/train/bonafide/img006004.png,bonafide
./SMDD_preprocessed/train/bonafide/img006015.png,bonafide
./SMDD_preprocessed/train/bonafide/img006059.png,bonafide
./SMDD_preprocessed/train/bonafide/img006067.png,bonafide
./SMDD_preprocessed/train/bonafide/img006070.png,bonafide
./SMDD_preprocessed/train/bonafide/img006084.png,bonafide
./SMDD_preprocessed/train/bonafide/img006152.png,bonafide
./SMDD_preprocessed/train/bonafide/img006167.png,bonafide
./SMDD_preprocessed/train/bonafide/img006199.png,bonafide
./SMDD_preprocessed/train/bonafide/img006253.png,bonafide
./SMDD_preprocessed/train/bonafide/img006337.png,bonafide
./SMDD_preprocessed/train/bonafide/img006358.png,bonafide
./SMDD_preprocessed/train/bonafide/img006416.png,bonafide
./SMDD_preprocessed/train/bonafide/img006456.png,bonafide
./SMDD_preprocessed/train/bonafide/img006470.png,bonafide
./SMDD_preprocessed/train/bonafide/img006527.png,bonafide
./SMDD_preprocessed/train/bonafide/img006529.png,bonafide
./SMDD_preprocessed/train/bonafide/img006549.png,bonafide
./SMDD_preprocessed/train/bonafide/img006603.png,bonafide
./SMDD_preprocessed/train/bonafide/img006608.png,bonafide
./SMDD_preprocessed/train/bonafide/img006614.png,bonafide
./SMDD_preprocessed/train/bonafide/img006631.png,bonafide
./SMDD_preprocessed/train/bonafide/img006653.png,bonafide
./SMDD_preprocessed/train/bonafide/img006660.png,bonafide
./SMDD_preprocessed/train/bonafide/img006667.png,bonafide
./SMDD_preprocessed/train/bonafide/img006690.png,bonafide
./SMDD_preprocessed/train/bonafide/img006705.png,bonafide
./SMDD_preprocessed/train/bonafide/img006714.png,bonafide
./SMDD_preprocessed/train/bonafide/img006726.png,bonafide
./SMDD_preprocessed/train/bonafide/img006788.png,bonafide
./SMDD_preprocessed/train/bonafide/img006813.png,bonafide
./SMDD_preprocessed/train/bonafide/img006814.png,bonafide
./SMDD_preprocessed/train/bonafide/img006819.png,bonafide
./SMDD_preprocessed/train/bonafide/img006852.png,bonafide
./SMDD_preprocessed/train/bonafide/img006860.png,bonafide
./SMDD_preprocessed/train/bonafide/img006886.png,bonafide
./SMDD_preprocessed/train/bonafide/img006889.png,bonafide
./SMDD_preprocessed/train/bonafide/img006893.png,bonafide
./SMDD_preprocessed/train/bonafide/img006926.png,bonafide
./SMDD_preprocessed/train/bonafide/img006940.png,bonafide
./SMDD_preprocessed/train/bonafide/img006974.png,bonafide
./SMDD_preprocessed/train/bonafide/img007002.png,bonafide
./SMDD_preprocessed/train/bonafide/img007025.png,bonafide
./SMDD_preprocessed/train/bonafide/img007035.png,bonafide
./SMDD_preprocessed/train/bonafide/img007080.png,bonafide
./SMDD_preprocessed/train/bonafide/img007127.png,bonafide
./SMDD_preprocessed/train/bonafide/img007141.png,bonafide
./SMDD_preprocessed/train/bonafide/img007160.png,bonafide
./SMDD_preprocessed/train/bonafide/img007173.png,bonafide
./SMDD_preprocessed/train/bonafide/img007193.png,bonafide
./SMDD_preprocessed/train/bonafide/img007232.png,bonafide
./SMDD_preprocessed/train/bonafide/img007243.png,bonafide
./SMDD_preprocessed/train/bonafide/img007275.png,bonafide
./SMDD_preprocessed/train/bonafide/img007285.png,bonafide
./SMDD_preprocessed/train/bonafide/img007322.png,bonafide
./SMDD_preprocessed/train/bonafide/img007336.png,bonafide
./SMDD_preprocessed/train/bonafide/img007340.png,bonafide
./SMDD_preprocessed/train/bonafide/img007371.png,bonafide
./SMDD_preprocessed/train/bonafide/img007373.png,bonafide
./SMDD_preprocessed/train/bonafide/img007386.png,bonafide
./SMDD_preprocessed/train/bonafide/img007408.png,bonafide
./SMDD_preprocessed/train/bonafide/img007441.png,bonafide
./SMDD_preprocessed/train/bonafide/img007458.png,bonafide
./SMDD_preprocessed/train/bonafide/img007468.png,bonafide
./SMDD_preprocessed/train/bonafide/img007471.png,bonafide
./SMDD_preprocessed/train/bonafide/img007483.png,bonafide
./SMDD_preprocessed/train/bonafide/img007489.png,bonafide
./SMDD_preprocessed/train/bonafide/img007515.png,bonafide
./SMDD_preprocessed/train/bonafide/img007555.png,bonafide
./SMDD_preprocessed/train/bonafide/img007610.png,bonafide
./SMDD_preprocessed/train/bonafide/img007623.png,bonafide
./SMDD_preprocessed/train/bonafide/img007662.png,bonafide
./SMDD_preprocessed/train/bonafide/img007677.png,bonafide
./SMDD_preprocessed/train/bonafide/img007678.png,bonafide
