image1,image2,label
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/001_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/001_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/002_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/002_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/003_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/003_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/004_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/004_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/005_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/005_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/006_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/006_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/007_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/007_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/008_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/008_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/009_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/009_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/010_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/010_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/011_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/011_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/012_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/012_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/013_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/013_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/014_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/014_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/016_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/016_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/017_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/017_08.jpg,0
C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/018_03.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FRLL_preprocessed/bonafide/018_08.jpg,0
